zip_code,sort_code,proposal,open_date,LAX,SFO,ORD,JFK,ATL,DFW,MIA,SEA,BOS,PDX
75052,TX-AG02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75054,TX-AG01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75056,TX-BF04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75057,TX-BG02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75060,TX-BA01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75061,TX-BA02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75062,TX-BA03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75063,TX-BA06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75065,TX-BG06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75067,TX-BG01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75068,TX-BE12,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75069,TX-BE04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75070,TX-BE08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75071,TX-BE06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75074,TX-BD07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75075,TX-BD05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75077,TX-BG05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75078,TX-BE11,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75080,TX-BD04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75081,TX-BD02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75082,TX-BD03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75088,TX-BC04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75089,TX-BC05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75093,TX-BF02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75094,TX-BD08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75098,TX-BC06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75104,TX-AF10,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75115,TX-AF09,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75116,TX-AE10,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75134,TX-AF07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75137,TX-AF01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75141,TX-AF05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75146,TX-AF08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75149,TX-AC06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75150,TX-AD01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75172,TX-AF06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75180,TX-AC03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75181,TX-AC04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75182,TX-AC07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75201,TX-AA03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75202,TX-AA01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75203,TX-AE04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75204,TX-AA07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75205,TX-AB08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75206,TX-AB07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75207,TX-AA04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75208,TX-AE03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75209,TX-AB09,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75210,TX-AB04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75211,TX-AE02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75212,TX-AE01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75214,TX-AB06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75215,TX-AB03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75216,TX-AE05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75217,TX-AC01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75218,TX-AD03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75219,TX-AB01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75220,TX-AA08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75223,TX-AB05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75224,TX-AE06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75225,TX-AB10,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75226,TX-AA05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75227,TX-AC05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75228,TX-AD02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75229,TX-BB03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75230,TX-BB04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75231,TX-AD07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75232,TX-AF03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75233,TX-AE07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75234,TX-BB02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75235,TX-AA09,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75236,TX-AE08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75237,TX-AF02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75238,TX-AD06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75240,TX-BB06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75241,TX-AF04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75243,TX-BC01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75244,TX-BB01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75246,TX-AA06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75247,TX-AB02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75248,TX-BB08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75249,TX-AE09,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75251,TX-BB05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75252,TX-BF01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75253,TX-AC02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75254,TX-BB07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75270,TX-AA02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75287,TX-BF06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75390,TX-AA10,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75407,TX-BE05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
75454,TX-BE07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76001,TX-AH07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76002,TX-AH08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76006,TX-AG05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76010,TX-AG08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76011,TX-AG07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76012,TX-AG06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76013,TX-AG09,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76014,TX-AH02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76015,TX-AH01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76016,TX-AH03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76017,TX-AH05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76018,TX-AH04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76021,TX-BI05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76022,TX-BI06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76028,TX-BN07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76034,TX-BI08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76036,TX-BN04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76039,TX-BI04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76040,TX-BI03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76051,TX-BI01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76052,TX-BJ07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76053,TX-BK01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76054,TX-BI07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76060,TX-AH06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76063,TX-AH09,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76092,TX-BI09,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76102,TX-BK08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76103,TX-BK06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76104,TX-BM02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76105,TX-BM01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76106,TX-BL03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76107,TX-BL01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76108,TX-BL07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76109,TX-BM06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76110,TX-BM05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76111,TX-BK07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76112,TX-BK05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76114,TX-BL05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76115,TX-BM04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76116,TX-BL08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76117,TX-BK03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76118,TX-BK02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76119,TX-BM03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76120,TX-BK04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76123,TX-BN03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76126,TX-BM08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76127,TX-BL06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76129,TX-BM07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76131,TX-BJ05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76132,TX-BN01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76133,TX-BN02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76134,TX-BN05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76135,TX-BL04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76137,TX-BJ04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76140,TX-BN06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76148,TX-BJ03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76155,TX-BI02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76164,TX-BL02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76177,TX-BJ08,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76179,TX-BJ06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76180,TX-BJ02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76182,TX-BJ01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76201,TX-BH06,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76205,TX-BH04,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76207,TX-BH07,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76208,TX-BH03,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76209,TX-BH05,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76210,TX-BH02,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76226,TX-BH01,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76244,TX-BJ10,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76248,TX-BJ11,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
76262,TX-BJ09,DFW,Open,Zone 7,-,-,-,-,Zone 1,-,-,-,-
77002,TX-EA02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77003,TX-EB03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77004,TX-EB06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77005,TX-EA05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77006,TX-EA04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77007,TX-EA11,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77008,TX-EA12,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77009,TX-EA13,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77010,TX-EA03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77011,TX-EB04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77012,TX-FA01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77013,TX-IA02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77014,TX-HE09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77015,TX-IA04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77016,TX-IB02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77017,TX-FA02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77018,TX-HC02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77019,TX-EA10,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77020,TX-EB02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77021,TX-EB07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77022,TX-HC01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77023,TX-EB05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77024,TX-HA04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77025,TX-EA06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77026,TX-EB01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77027,TX-EA09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77028,TX-IA07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77029,TX-IA01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77030,TX-EB08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77031,TX-GB09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77032,TX-IB08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77033,TX-GA01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77034,TX-FA08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77035,TX-GB01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77036,TX-GB06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77037,TX-HC06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77038,TX-HE01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77039,TX-IB04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77040,TX-HC08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77041,TX-HB04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77042,TX-HA05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77043,TX-HB03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77044,TX-IA09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77045,TX-GA08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77046,TX-EA08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77047,TX-GA06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77048,TX-GA02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77049,TX-IA06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77050,TX-IB03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77051,TX-GA07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77053,TX-GA09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77054,TX-EB09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77055,TX-HB01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77056,TX-HA01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77057,TX-HA02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77058,TX-FC03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77059,TX-FC01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77060,TX-IB05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77061,TX-FA05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77062,TX-FC02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77063,TX-HA03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77064,TX-HE03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77065,TX-HE04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77066,TX-HE07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77067,TX-HE08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77068,TX-HE10,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77069,TX-HE06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77070,TX-HE05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77071,TX-GB10,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77072,TX-GB07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77073,TX-IB06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77074,TX-GB05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77075,TX-FA06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77076,TX-HC05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77077,TX-HA07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77078,TX-IA08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77079,TX-HA06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77080,TX-HB02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77081,TX-GB04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77082,TX-HA08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77083,TX-GC07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77084,TX-HB06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77085,TX-GB11,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77086,TX-HE02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77087,TX-FA04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77088,TX-HC07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77089,TX-FA07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77090,TX-HE11,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77091,TX-HC04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77092,TX-HC03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77093,TX-IB01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77094,TX-HA09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77095,TX-HB05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77096,TX-GB02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77098,TX-EA07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77099,TX-GB08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77201,TX-EA01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77302,TX-IC03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77338,TX-IB09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77339,TX-IC05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77345,TX-IC06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77346,TX-IB11,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77354,TX-H,DFW,PENDING,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77355,TX-H,DFW,PENDING,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77357,TX-IC07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77362,TX-H,DFW,PENDING,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77365,TX-IC04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77373,TX-IB07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77375,TX-HF03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77377,TX-HF02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77379,TX-HF04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77380,TX-HF07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77381,TX-HF08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77382,TX-HF09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77384,TX-HF10,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77385,TX-IC02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77386,TX-IC01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77388,TX-HF05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77389,TX-HF06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77396,TX-IB10,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77401,TX-GB03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77406,TX-GC10,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77407,TX-GC08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77429,TX-HF01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77433,TX-HB07,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77449,TX-HB08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77450,TX-HA10,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77459,TX-GC02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77469,TX-GC12,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77471,TX-GC11,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77477,TX-GC04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77478,TX-GC05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77479,TX-GC09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77481,TX-GC03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77489,TX-GC01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77493,TX-HB09,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77494,TX-HA11,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77498,TX-GC06,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77502,TX-FB02,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77503,TX-FB05,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77504,TX-FB03,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77505,TX-FB04,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77506,TX-FB01,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77507,TX-FB08,DFW,Open,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77510,TX-FE08,DFW,PENDING,Zone 7,-,-,-,-,Zone 3,-,-,-,-
77511,TX-FE10,DFW,PENDING,Zone 7,-,-,-,-,Zone 3,-,-,-,-
