zip_code,sort_code,proposal,open_date,LAX,SFO,ORD,JFK,ATL,DFW,MIA,SEA,BOS,PDX
33534,FL-GF02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33548,FL-GC06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33549,FL-GD06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33556,FL-GC04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33558,FL-GC05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33559,FL-GD07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33563,FL-GE08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33566,FL-GE09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33569,FL-GF03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33570,FL-GF08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33572,FL-GF07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33573,FL-GF06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33578,FL-GF01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33579,FL-GF04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33584,FL-GE02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33594,FL-GE05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33596,FL-GE06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33602,FL-GA07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33603,FL-GB06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33604,FL-GB07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33605,FL-GA08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33606,FL-GA05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33607,FL-GA06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33609,FL-GA04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33610,FL-GB08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33611,FL-GA02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33612,FL-GD01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33613,FL-GD05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33614,FL-GB05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33615,FL-GB03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33616,FL-GA01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33617,FL-GD03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33618,FL-GC07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33619,FL-GE01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33620,FL-GD02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33624,FL-GC08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33625,FL-GC09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33626,FL-GC03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33629,FL-GA03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33634,FL-GB04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33635,FL-GB02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33637,FL-GD04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33647,FL-GD08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33701,FL-HA07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33702,FL-HB05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33703,FL-HB04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33704,FL-HA08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33705,FL-HA06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33706,FL-HA02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33707,FL-HA03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33708,FL-HC02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33709,FL-HB02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33710,FL-HA10,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33711,FL-HA04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33712,FL-HA05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33713,FL-HA09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33714,FL-HB03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33715,FL-HA01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33716,FL-HB09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33744,FL-HC01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33755,FL-HE04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33756,FL-HD07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33759,FL-HE01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33760,FL-HD02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33761,FL-HE07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33762,FL-HD01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33763,FL-HE06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33764,FL-HD05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33765,FL-HE03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33767,FL-HD09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33770,FL-HD06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33771,FL-HD04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33772,FL-HC03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33773,FL-HD03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33774,FL-HC06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33776,FL-HC04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33777,FL-HB07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33778,FL-HC07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33781,FL-HB06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33782,FL-HB08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33785,FL-HC05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33786,FL-HD08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33801,FL-FE02,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33803,FL-FE03,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33805,FL-FE01,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33809,FL-FE09,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33810,FL-FE08,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33811,FL-FE06,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33812,FL-FE04,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33813,FL-FE05,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33815,FL-FE07,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33823,FL-FD10,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33837,FL-FD01,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33838,FL-FD04,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33839,FL-FD08,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33844,FL-FD02,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33850,FL-FD12,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33851,FL-FD03,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33877,FL-FD05,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33880,FL-FD07,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33881,FL-FD09,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33884,FL-FD06,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33896,FL-FB09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33897,FL-FB08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33901,FL-JC01,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33903,FL-JA09,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33904,FL-JA06,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33905,FL-JB01,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33907,FL-JC04,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33908,FL-JC06,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33909,FL-JA08,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33912,FL-JC07,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33913,FL-JB02,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33914,FL-JA05,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33916,FL-JC02,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33917,FL-JA10,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33919,FL-JC05,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33921,FL-FD11,MIA,PENDING,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33922,FL-JA02,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33928,FL-JC10,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33931,FL-JC08,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33936,FL-JB08,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33946,FL-IE07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33947,FL-IE06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33948,FL-ID12,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33950,FL-ID09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33952,FL-ID10,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33953,FL-ID13,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33954,FL-ID11,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33956,FL-JA03,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33965,FL-JB03,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33966,FL-JC03,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33967,FL-JC09,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33971,FL-JB06,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33972,FL-JB07,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33973,FL-JB04,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33974,FL-JB09,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33976,FL-JB05,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33980,FL-ID08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33981,FL-IE08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33983,FL-ID07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
33990,FL-JA07,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33991,FL-JA04,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
33993,FL-JA01,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34101,FL-JE09,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34102,FL-JE05,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34103,FL-JE01,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34104,FL-JE06,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34105,FL-JE02,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34108,FL-JD07,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34109,FL-JD06,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34110,FL-JD05,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34112,FL-JE07,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34113,FL-JE08,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34114,FL-JE10,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34116,FL-JE03,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34117,FL-JE04,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34119,FL-JD04,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34120,FL-JD03,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34134,FL-JD01,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34135,FL-JD02,MIA,Open,-,-,-,Zone 7,-,-,Zone 2,-,-,-
34201,FL-IB01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34203,FL-IA04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34205,FL-IA06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34207,FL-IA05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34208,FL-IA03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34209,FL-IA07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34210,FL-IA08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34215,FL-IA09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34216,FL-IA11,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34217,FL-IA10,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34221,FL-IA01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34222,FL-IA02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34223,FL-IE04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34224,FL-IE05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34228,FL-IB06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34229,FL-IC05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34231,FL-IC02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34232,FL-IB09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34233,FL-IC01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34234,FL-IB03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34235,FL-IB04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34236,FL-IB05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34237,FL-IB07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34238,FL-IC04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34239,FL-IB08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34242,FL-IC03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34243,FL-IB02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34269,FL-ID06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34275,FL-IC06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34285,FL-IE01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34286,FL-ID03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34287,FL-ID02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34288,FL-ID05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34289,FL-ID04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34291,FL-ID01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34292,FL-IE02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34293,FL-IE03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34606,FL-HG01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34608,FL-HG02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34609,FL-HG03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34613,FL-HG04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34652,FL-HF05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34653,FL-HF04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34654,FL-HF06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34655,FL-HF01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34667,FL-HF09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34668,FL-HF07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34669,FL-HF08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34677,FL-GB01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34679,FL-HF10,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34681,FL-HE10,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34683,FL-HE09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34684,FL-HE08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34685,FL-GC01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34688,FL-GC02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34689,FL-HE11,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34690,FL-HF02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34691,FL-HF03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34695,FL-HE02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34698,FL-HE05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34711,FL-FA08,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34734,FL-FC03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34741,FL-FB03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34743,FL-FA02,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34744,FL-FC04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34746,FL-FB04,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34747,FL-FB07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34756,FL-FA09,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34758,FL-FB05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34759,FL-FB06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34760,FL-FA07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34761,FL-FA01,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34769,FL-FC05,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34771,FL-FC06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34772,FL-FC07,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34786,FL-FA03,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
34787,FL-FA06,MIA,Open,-,-,-,Zone 6,-,-,Zone 3,-,-,-
41001,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41005,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41007,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41011,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41014,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41015,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41016,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41017,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41018,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41042,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41048,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41051,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41059,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41063,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41071,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41073,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41074,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41075,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41076,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41080,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41085,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41091,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41092,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41094,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
41099,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43002,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43004,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43016,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43017,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43026,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43035,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43054,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43065,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43068,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43081,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43082,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43085,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43109,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43110,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43119,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43123,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43125,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43137,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43147,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43201,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43202,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43203,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43204,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43205,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43206,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43207,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43209,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43210,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43211,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43212,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43213,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43214,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43215,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43217,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43219,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43220,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43221,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43222,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43223,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43224,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43227,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43228,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43229,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43230,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43231,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43232,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43235,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43240,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
43962,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44017,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44022,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44040,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44067,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44092,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44101,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44102,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44103,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44104,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44105,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44106,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44107,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44108,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44109,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44110,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44111,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44112,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44113,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44114,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44115,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44116,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
44117,,ORD,6-2024,-,-,-,-,-,-,-,-,-,-
