zip,sortCode,state,city,proposal,startZip
01801,MA-EJ05,MA,Boston,BOS,11434
01803,MA-EJ04,MA,Boston,BOS,11434
01867,MA-EJ06,MA,Boston,BOS,11434
01880,MA-EJ07,MA,Boston,BOS,11434
01890,MA-EJ03,MA,Boston,BOS,11434
01901,MA-EK03,MA,Boston,BOS,11434
01902,MA-EK04,MA,Boston,BOS,11434
01904,MA-EK06,MA,Boston,BOS,11434
01905,MA-EJ02,MA,Boston,BOS,11434
01906,MA-EK01,MA,Boston,BOS,11434
01907,MA-EK05,MA,Boston,BOS,11434
01915,MA-EL06,MA,Boston,BOS,11434
01923,MA-EL05,MA,Boston,BOS,11434
01937,MA-EL04,MA,Boston,BOS,11434
01940,MA-EK07,MA,Boston,BOS,11434
01945,MA-EL01,MA,Boston,BOS,11434
01960,MA-EL03,MA,Boston,BOS,11434
01970,MA-EL02,MA,Boston,BOS,11434
02026,MA-EC09,MA,Boston,BOS,11434
02032,MA-EC12,MA,Boston,BOS,11434
02062,MA-EC11,MA,Boston,BOS,11434
02090,MA-EC10,MA,Boston,BOS,11434
02108,MA-EA05,MA,Boston,BOS,11434
02109,MA-EA01,MA,Boston,BOS,11434
02110,MA-EA03,MA,Boston,BOS,11434
02111,MA-EA07,MA,Boston,BOS,11434
02113,MA-EA02,MA,Boston,BOS,11434
02114,MA-EA06,MA,Boston,BOS,11434
02115,MA-EB04,MA,Boston,BOS,11434
02116,MA-EB01,MA,Boston,BOS,11434
02118,MA-EB07,MA,Boston,BOS,11434
02119,MA-EB06,MA,Boston,BOS,11434
02120,MA-EB05,MA,Boston,BOS,11434
02121,MA-EC04,MA,Boston,BOS,11434
02122,MA-EC05,MA,Boston,BOS,11434
02124,MA-EC06,MA,Boston,BOS,11434
02125,MA-EB09,MA,Boston,BOS,11434
02126,MA-EC07,MA,Boston,BOS,11434
02127,MA-EB08,MA,Boston,BOS,11434
02128,MA-EI01,MA,Boston,BOS,11434
02129,MA-EG01,MA,Boston,BOS,11434
02130,MA-EC01,MA,Boston,BOS,11434
02131,MA-EC02,MA,Boston,BOS,11434
02132,MA-EC03,MA,Boston,BOS,11434
02134,MA-EE03,MA,Boston,BOS,11434
02135,MA-EE05,MA,Boston,BOS,11434
02136,MA-EC08,MA,Boston,BOS,11434
02138,MA-EG09,MA,Boston,BOS,11434
02139,MA-EG04,MA,Boston,BOS,11434
02140,MA-EG08,MA,Boston,BOS,11434
02141,MA-EG02,MA,Boston,BOS,11434
02142,MA-EG03,MA,Boston,BOS,11434
02143,MA-EG05,MA,Boston,BOS,11434
02144,MA-EG07,MA,Boston,BOS,11434
02145,MA-EG06,MA,Boston,BOS,11434
02148,MA-EI06,MA,Boston,BOS,11434
02149,MA-EI05,MA,Boston,BOS,11434
02150,MA-EI04,MA,Boston,BOS,11434
02151,MA-EI03,MA,Boston,BOS,11434
02152,MA-EI02,MA,Boston,BOS,11434
02155,MA-EG10,MA,Boston,BOS,11434
02163,MA-EE04,MA,Boston,BOS,11434
02169,MA-ED04,MA,Boston,BOS,11434
02170,MA-ED02,MA,Boston,BOS,11434
02171,MA-ED01,MA,Boston,BOS,11434
02176,MA-EJ01,MA,Boston,BOS,11434
02180,MA-EJ02,MA,Boston,BOS,11434
02184,MA-ED06,MA,Boston,BOS,11434
02186,MA-ED03,MA,Boston,BOS,11434
02188,MA-ED07,MA,Boston,BOS,11434
02189,MA-ED08,MA,Boston,BOS,11434
02191,MA-ED05,MA,Boston,BOS,11434
02199,MA-EB02,MA,Boston,BOS,11434
02203,MA-EA04,MA,Boston,BOS,11434
02210,MA-EA08,MA,Boston,BOS,11434
02215,MA-EB03,MA,Boston,BOS,11434
02420,MA-EH09,MA,Boston,BOS,11434
02421,MA-EH08,MA,Boston,BOS,11434
02445,MA-EE02,MA,Boston,BOS,11434
02446,MA-EE01,MA,Boston,BOS,11434
02451,MA-EI07,MA,Boston,BOS,11434
02452,MA-EH05,MA,Boston,BOS,11434
02453,MA-EH06,MA,Boston,BOS,11434
02457,MA-EF10,MA,Boston,BOS,11434
02458,MA-EE08,MA,Boston,BOS,11434
02459,MA-EE07,MA,Boston,BOS,11434
02460,MA-EF01,MA,Boston,BOS,11434
02461,MA-EF06,MA,Boston,BOS,11434
02462,MA-EF04,MA,Boston,BOS,11434
02464,MA-EF07,MA,Boston,BOS,11434
02465,MA-EF02,MA,Boston,BOS,11434
02466,MA-EF03,MA,Boston,BOS,11434
02467,MA-EE06,MA,Boston,BOS,11434
02468,MA-EF05,MA,Boston,BOS,11434
02472,MA-EH04,MA,Boston,BOS,11434
02474,MA-EH01,MA,Boston,BOS,11434
02476,MA-EH02,MA,Boston,BOS,11434
02478,MA-EH03,MA,Boston,BOS,11434
02481,MA-EF09,MA,Boston,BOS,11434
02482,MA-EF11,MA,Boston,BOS,11434
02492,MA-EF12,MA,Boston,BOS,11434
02494,MA-EF08,MA,Boston,BOS,11434
06807,NY-FK03,NY,North,JFK,11434
06820,NY-FM01,NY,North,JFK,11434
06830,NY-FK02,NY,North,JFK,11434
06831,NY-FK01,NY,North,JFK,11434
06840,NY-FM02,NY,North,JFK,11434
06850,NY-FM03,NY,North,JFK,11434
06851,NY-FN02,NY,North,JFK,11434
06853,NY-FM05,NY,North,JFK,11434
06854,NY-FM04,NY,North,JFK,11434
06855,NY-FN01,NY,North,JFK,11434
06870,NY-FK05,NY,North,JFK,11434
06878,NY-FK04,NY,North,JFK,11434
06880,NY-FN03,NY,North,JFK,11434
06883,NY-FN04,NY,North,JFK,11434
06897,NY-FN05,NY,North,JFK,11434
06901,NY-FL02,NY,North,JFK,11434
06902,NY-FL01,NY,North,JFK,11434
06903,NY-FL06,NY,North,JFK,11434
06905,NY-FL03,NY,North,JFK,11434
06906,NY-FL04,NY,North,JFK,11434
06907,NY-FL05,NY,North,JFK,11434
07001,NJ-BJ05,NJ,Newark,JFK,11434
07002,NJ-AJ14,NJ,Newark,JFK,11434
07003,NJ-BA10,NJ,Newark,JFK,11434
07004,NJ-BC01,NJ,Newark,JFK,11434
07005,NJ-BC07,NJ,Newark,JFK,11434
07006,NJ-BB06,NJ,Newark,JFK,11434
07008,NJ-BJ01,NJ,Newark,JFK,11434
07009,NJ-BB05,NJ,Newark,JFK,11434
07010,NJ-AI11,NJ,Newark,JFK,11434
07011,NJ-AG11,NJ,Newark,JFK,11434
07012,NJ-AG14,NJ,Newark,JFK,11434
07013,NJ-AG15,NJ,Newark,JFK,11434
07014,NJ-AG13,NJ,Newark,JFK,11434
07016,NJ-BE11,NJ,Newark,JFK,11434
07017,NJ-BA09,NJ,Newark,JFK,11434
07018,NJ-BD12,NJ,Newark,JFK,11434
07020,NJ-AI12,NJ,Newark,JFK,11434
07021,NJ-BB07,NJ,Newark,JFK,11434
07022,NJ-AI10,NJ,Newark,JFK,11434
07023,NJ-BF05,NJ,Newark,JFK,11434
07024,NJ-AI07,NJ,Newark,JFK,11434
07026,NJ-AH05,NJ,Newark,JFK,11434
07027,NJ-BE12,NJ,Newark,JFK,11434
07028,NJ-BA11,NJ,Newark,JFK,11434
07029,NJ-BA01,NJ,Newark,JFK,11434
07030,NJ-AJ06,NJ,Newark,JFK,11434
07031,NJ-BA03,NJ,Newark,JFK,11434
07032,NJ-BA02,NJ,Newark,JFK,11434
07033,NJ-BE10,NJ,Newark,JFK,11434
07034,NJ-BC08,NJ,Newark,JFK,11434
07035,NJ-AF12,NJ,Newark,JFK,11434
07036,NJ-BE04,NJ,Newark,JFK,11434
07039,NJ-BB09,NJ,Newark,JFK,11434
07040,NJ-BD08,NJ,Newark,JFK,11434
07041,NJ-BG01,NJ,Newark,JFK,11434
07042,NJ-BB02,NJ,Newark,JFK,11434
07043,NJ-BB01,NJ,Newark,JFK,11434
07044,NJ-BB04,NJ,Newark,JFK,11434
07045,NJ-BC09,NJ,Newark,JFK,11434
07046,NJ-BC06,NJ,Newark,JFK,11434
07047,NJ-AJ01,NJ,Newark,JFK,11434
07050,NJ-BD11,NJ,Newark,JFK,11434
07052,NJ-BB03,NJ,Newark,JFK,11434
07054,NJ-BC03,NJ,Newark,JFK,11434
07055,NJ-AG12,NJ,Newark,JFK,11434
07057,NJ-AH04,NJ,Newark,JFK,11434
07058,NJ-BC02,NJ,Newark,JFK,11434
07059,NJ-BI05,NJ,Newark,JFK,11434
07060,NJ-BF08,NJ,Newark,JFK,11434
07062,NJ-BF06,NJ,Newark,JFK,11434
07063,NJ-BF09,NJ,Newark,JFK,11434
07064,NJ-BJ02,NJ,Newark,JFK,11434
07065,NJ-BJ06,NJ,Newark,JFK,11434
07066,NJ-BJ07,NJ,Newark,JFK,11434
07067,NJ-BJ08,NJ,Newark,JFK,11434
07068,NJ-BB08,NJ,Newark,JFK,11434
07069,NJ-BF07,NJ,Newark,JFK,11434
07070,NJ-AH01,NJ,Newark,JFK,11434
07071,NJ-BA04,NJ,Newark,JFK,11434
07072,NJ-AH03,NJ,Newark,JFK,11434
07073,NJ-AH02,NJ,Newark,JFK,11434
07074,NJ-AH17,NJ,Newark,JFK,11434
07075,NJ-AH16,NJ,Newark,JFK,11434
07076,NJ-BF04,NJ,Newark,JFK,11434
07077,NJ-BJ03,NJ,Newark,JFK,11434
07078,NJ-BG02,NJ,Newark,JFK,11434
07079,NJ-BD10,NJ,Newark,JFK,11434
07080,NJ-BK04,NJ,Newark,JFK,11434
07081,NJ-BF03,NJ,Newark,JFK,11434
07082,NJ-BC10,NJ,Newark,JFK,11434
07083,NJ-BE09,NJ,Newark,JFK,11434
07086,NJ-AJ04,NJ,Newark,JFK,11434
07087,NJ-AJ05,NJ,Newark,JFK,11434
07088,NJ-BE13,NJ,Newark,JFK,11434
07090,NJ-BF01,NJ,Newark,JFK,11434
07092,NJ-BF02,NJ,Newark,JFK,11434
07093,NJ-AJ03,NJ,Newark,JFK,11434
07094,NJ-AJ02,NJ,Newark,JFK,11434
07095,NJ-BJ04,NJ,Newark,JFK,11434
07102,NJ-BD03,NJ,Newark,JFK,11434
07103,NJ-BD04,NJ,Newark,JFK,11434
07104,NJ-BA07,NJ,Newark,JFK,11434
07105,NJ-BD02,NJ,Newark,JFK,11434
07106,NJ-BD09,NJ,Newark,JFK,11434
07107,NJ-BA08,NJ,Newark,JFK,11434
07108,NJ-BD05,NJ,Newark,JFK,11434
07109,NJ-BA06,NJ,Newark,JFK,11434
07110,NJ-BA05,NJ,Newark,JFK,11434
07111,NJ-BD07,NJ,Newark,JFK,11434
07112,NJ-BD06,NJ,Newark,JFK,11434
07114,NJ-BD01,NJ,Newark,JFK,11434
07201,NJ-BE01,NJ,Newark,JFK,11434
07202,NJ-BE03,NJ,Newark,JFK,11434
07203,NJ-BE05,NJ,Newark,JFK,11434
07204,NJ-BE06,NJ,Newark,JFK,11434
07205,NJ-BE08,NJ,Newark,JFK,11434
07206,NJ-BE02,NJ,Newark,JFK,11434
07208,NJ-BE07,NJ,Newark,JFK,11434
07302,NJ-AJ10,NJ,Newark,JFK,11434
07304,NJ-AJ12,NJ,Newark,JFK,11434
07305,NJ-AJ13,NJ,Newark,JFK,11434
07306,NJ-AJ08,NJ,Newark,JFK,11434
07307,NJ-AJ07,NJ,Newark,JFK,11434
07310,NJ-AJ09,NJ,Newark,JFK,11434
07311,NJ-AJ11,NJ,Newark,JFK,11434
07401,NJ-AE08,NJ,Newark,JFK,11434
07403,NJ-AF04,NJ,Newark,JFK,11434
07405,NJ-AF05,NJ,Newark,JFK,11434
07407,NJ-AH06,NJ,Newark,JFK,11434
07410,NJ-AD07,NJ,Newark,JFK,11434
07417,NJ-AE06,NJ,Newark,JFK,11434
07420,NJ-AF03,NJ,Newark,JFK,11434
07423,NJ-AE03,NJ,Newark,JFK,11434
07424,NJ-AG16,NJ,Newark,JFK,11434
07430,NJ-AE10,NJ,Newark,JFK,11434
07432,NJ-AE02,NJ,Newark,JFK,11434
07436,NJ-AE07,NJ,Newark,JFK,11434
07440,NJ-AF09,NJ,Newark,JFK,11434
07442,NJ-AF07,NJ,Newark,JFK,11434
07444,NJ-AF08,NJ,Newark,JFK,11434
07446,NJ-AE09,NJ,Newark,JFK,11434
07450,NJ-AD09,NJ,Newark,JFK,11434
07452,NJ-AD08,NJ,Newark,JFK,11434
07456,NJ-AF01,NJ,Newark,JFK,11434
07457,NJ-AF06,NJ,Newark,JFK,11434
07458,NJ-AE05,NJ,Newark,JFK,11434
07463,NJ-AE04,NJ,Newark,JFK,11434
07465,NJ-AF02,NJ,Newark,JFK,11434
07470,NJ-AF10,NJ,Newark,JFK,11434
07481,NJ-AE01,NJ,Newark,JFK,11434
07501,NJ-AG01,NJ,Newark,JFK,11434
07502,NJ-AG03,NJ,Newark,JFK,11434
07503,NJ-AG10,NJ,Newark,JFK,11434
07504,NJ-AG08,NJ,Newark,JFK,11434
07505,NJ-AG02,NJ,Newark,JFK,11434
07506,NJ-AD10,NJ,Newark,JFK,11434
07508,NJ-AG04,NJ,Newark,JFK,11434
07512,NJ-AF11,NJ,Newark,JFK,11434
07513,NJ-AG09,NJ,Newark,JFK,11434
07514,NJ-AG07,NJ,Newark,JFK,11434
07522,NJ-AG05,NJ,Newark,JFK,11434
07524,NJ-AG06,NJ,Newark,JFK,11434
07601,NJ-AH11,NJ,Newark,JFK,11434
07603,NJ-AI02,NJ,Newark,JFK,11434
07604,NJ-AH15,NJ,Newark,JFK,11434
07605,NJ-AI06,NJ,Newark,JFK,11434
07606,NJ-AH12,NJ,Newark,JFK,11434
07607,NJ-AH10,NJ,Newark,JFK,11434
07608,NJ-AH14,NJ,Newark,JFK,11434
07620,NJ-AC01,NJ,Newark,JFK,11434
07621,NJ-AC08,NJ,Newark,JFK,11434
07624,NJ-AC05,NJ,Newark,JFK,11434
07626,NJ-AC03,NJ,Newark,JFK,11434
07627,NJ-AC04,NJ,Newark,JFK,11434
07628,NJ-AC07,NJ,Newark,JFK,11434
07630,NJ-AC12,NJ,Newark,JFK,11434
07631,NJ-AI04,NJ,Newark,JFK,11434
07632,NJ-AI05,NJ,Newark,JFK,11434
07640,NJ-AC14,NJ,Newark,JFK,11434
07641,NJ-AC06,NJ,Newark,JFK,11434
07642,NJ-AD04,NJ,Newark,JFK,11434
07643,NJ-AH13,NJ,Newark,JFK,11434
07644,NJ-AH09,NJ,Newark,JFK,11434
07645,NJ-AD01,NJ,Newark,JFK,11434
07646,NJ-AC09,NJ,Newark,JFK,11434
07647,NJ-AC16,NJ,Newark,JFK,11434
07648,NJ-AC15,NJ,Newark,JFK,11434
07649,NJ-AC11,NJ,Newark,JFK,11434
07650,NJ-AI08,NJ,Newark,JFK,11434
07652,NJ-AD06,NJ,Newark,JFK,11434
07656,NJ-AD02,NJ,Newark,JFK,11434
07657,NJ-AI09,NJ,Newark,JFK,11434
07660,NJ-AI01,NJ,Newark,JFK,11434
07661,NJ-AC10,NJ,Newark,JFK,11434
07662,NJ-AH08,NJ,Newark,JFK,11434
07663,NJ-AH07,NJ,Newark,JFK,11434
07666,NJ-AI03,NJ,Newark,JFK,11434
07670,NJ-AC02,NJ,Newark,JFK,11434
07675,NJ-AC13,NJ,Newark,JFK,11434
07676,NJ-AD05,NJ,Newark,JFK,11434
07677,NJ-AD03,NJ,Newark,JFK,11434
07834,NJ-BC05,NJ,Newark,JFK,11434
07878,NJ-BC04,NJ,Newark,JFK,11434
07901,NJ-BG03,NJ,Newark,JFK,11434
07920,NJ-BI02,NJ,Newark,JFK,11434
07921,NJ-BL04,NJ,Newark,JFK,11434
07922,NJ-BG05,NJ,Newark,JFK,11434
07924,NJ-BI01,NJ,Newark,JFK,11434
07926,NJ-BH07,NJ,Newark,JFK,11434
07927,NJ-BH03,NJ,Newark,JFK,11434
07928,NJ-BG06,NJ,Newark,JFK,11434
07930,NJ-BH10,NJ,Newark,JFK,11434
07931,NJ-BL05,NJ,Newark,JFK,11434
07932,NJ-BG09,NJ,Newark,JFK,11434
07933,NJ-BI08,NJ,Newark,JFK,11434
07934,NJ-BL07,NJ,Newark,JFK,11434
07935,NJ-BG07,NJ,Newark,JFK,11434
07936,NJ-BH01,NJ,Newark,JFK,11434
07939,NJ-BI03,NJ,Newark,JFK,11434
07940,NJ-BG08,NJ,Newark,JFK,11434
07945,NJ-BH09,NJ,Newark,JFK,11434
07946,NJ-BI06,NJ,Newark,JFK,11434
07950,NJ-BH04,NJ,Newark,JFK,11434
07960,NJ-BH05,NJ,Newark,JFK,11434
07961,NJ-BH06,NJ,Newark,JFK,11434
07970,NJ-BH08,NJ,Newark,JFK,11434
07974,NJ-BG04,NJ,Newark,JFK,11434
07976,NJ-BI04,NJ,Newark,JFK,11434
07977,NJ-BL06,NJ,Newark,JFK,11434
07979,NJ-BL08,NJ,Newark,JFK,11434
07980,NJ-BI07,NJ,Newark,JFK,11434
07981,NJ-BH02,NJ,Newark,JFK,11434
08002,PA-CC04,PA,Philadelphia,JFK,11434
08007,PA-CB02,PA,Philadelphia,JFK,11434
08010,NJ-CA06,NJ,Trenton,JFK,11434
08016,NJ-CA07,NJ,Trenton,JFK,11434
08029,PA-CB06,PA,Philadelphia,JFK,11434
08030,PA-CA06,PA,Philadelphia,JFK,11434
08031,PA-CB01,PA,Philadelphia,JFK,11434
08033,PA-CA09,PA,Philadelphia,JFK,11434
08034,PA-CC06,PA,Philadelphia,JFK,11434
08035,PA-CA10,PA,Philadelphia,JFK,11434
08045,PA-CB03,PA,Philadelphia,JFK,11434
08046,NJ-CA05,NJ,Trenton,JFK,11434
08049,PA-CB04,PA,Philadelphia,JFK,11434
08052,PA-CC05,PA,Philadelphia,JFK,11434
08057,NJ-CA03,NJ,Trenton,JFK,11434
08059,PA-CA07,PA,Philadelphia,JFK,11434
08065,NJ-CA01,NJ,Trenton,JFK,11434
08075,NJ-CA04,NJ,Trenton,JFK,11434
08077,NJ-CA02,NJ,Trenton,JFK,11434
08078,PA-CB05,PA,Philadelphia,JFK,11434
08083,PA-CB07,PA,Philadelphia,JFK,11434
08084,PA-CB08,PA,Philadelphia,JFK,11434
08102,PA-CA01,PA,Philadelphia,JFK,11434
08103,PA-CA02,PA,Philadelphia,JFK,11434
08104,PA-CA03,PA,Philadelphia,JFK,11434
08105,PA-CC01,PA,Philadelphia,JFK,11434
08106,PA-CA08,PA,Philadelphia,JFK,11434
08107,PA-CA05,PA,Philadelphia,JFK,11434
08108,PA-CA04,PA,Philadelphia,JFK,11434
08109,PA-CC03,PA,Philadelphia,JFK,11434
08110,PA-CC02,PA,Philadelphia,JFK,11434
08505,NJ-CA10,NJ,Trenton,JFK,11434
08518,NJ-CA08,NJ,Trenton,JFK,11434
08534,NJ-CB02,NJ,Trenton,JFK,11434
08536,NJ-CC04,NJ,Trenton,JFK,11434
08540,NJ-CC01,NJ,Trenton,JFK,11434
08542,NJ-CC02,NJ,Trenton,JFK,11434
08550,NJ-CC03,NJ,Trenton,JFK,11434
08554,NJ-CA09,NJ,Trenton,JFK,11434
08560,NJ-CB01,NJ,Trenton,JFK,11434
08608,NJ-CB07,NJ,Trenton,JFK,11434
08609,NJ-CB08,NJ,Trenton,JFK,11434
08610,NJ-CB12,NJ,Trenton,JFK,11434
08611,NJ-CB13,NJ,Trenton,JFK,11434
08618,NJ-CB04,NJ,Trenton,JFK,11434
08619,NJ-CB10,NJ,Trenton,JFK,11434
08628,NJ-CB03,NJ,Trenton,JFK,11434
08629,NJ-CB09,NJ,Trenton,JFK,11434
08638,NJ-CB05,NJ,Trenton,JFK,11434
08648,NJ-CB06,NJ,Trenton,JFK,11434
08690,NJ-CB11,NJ,Trenton,JFK,11434
08805,NJ-BK10,NJ,Newark,JFK,11434
08807,NJ-BL01,NJ,Newark,JFK,11434
08812,NJ-BK09,NJ,Newark,JFK,11434
08817,NJ-BK05,NJ,Newark,JFK,11434
08820,NJ-BK03,NJ,Newark,JFK,11434
08830,NJ-BJ12,NJ,Newark,JFK,11434
08832,NJ-BJ10,NJ,Newark,JFK,11434
08836,NJ-BK11,NJ,Newark,JFK,11434
08837,NJ-BK01,NJ,Newark,JFK,11434
08840,NJ-BK02,NJ,Newark,JFK,11434
08846,NJ-BK08,NJ,Newark,JFK,11434
08852,NJ-CC05,NJ,Trenton,JFK,11434
08854,NJ-BK07,NJ,Newark,JFK,11434
08858,NJ-BL09,NJ,Newark,JFK,11434
08861,NJ-BJ09,NJ,Newark,JFK,11434
08863,NJ-BJ11,NJ,Newark,JFK,11434
08869,NJ-BL02,NJ,Newark,JFK,11434
08876,NJ-BL03,NJ,Newark,JFK,11434
08904,NJ-BK06,NJ,Newark,JFK,11434
10001,NY-AA20,NY,Manhattan,JFK,11434
10002,NY-AA12,NY,Manhattan,JFK,11434
10003,NY-AA15,NY,Manhattan,JFK,11434
10004,NY-AA01,NY,Manhattan,JFK,11434
10005,NY-AA02,NY,Manhattan,JFK,11434
10006,NY-AA04,NY,Manhattan,JFK,11434
10007,NY-AA07,NY,Manhattan,JFK,11434
10009,NY-AA14,NY,Manhattan,JFK,11434
10010,NY-AA18,NY,Manhattan,JFK,11434
10011,NY-AA16,NY,Manhattan,JFK,11434
10012,NY-AA13,NY,Manhattan,JFK,11434
10013,NY-AA11,NY,Manhattan,JFK,11434
10014,NY-AA17,NY,Manhattan,JFK,11434
10016,NY-AA19,NY,Manhattan,JFK,11434
10017,NY-AA27,NY,Manhattan,JFK,11434
10018,NY-AA23,NY,Manhattan,JFK,11434
10019,NY-AA45,NY,Manhattan,JFK,11434
10020,NY-AA42,NY,Manhattan,JFK,11434
10021,NY-AA47,NY,Manhattan,JFK,11434
10022,NY-AA37,NY,Manhattan,JFK,11434
10023,NY-AA59,NY,Manhattan,JFK,11434
10024,NY-AA58,NY,Manhattan,JFK,11434
10025,NY-AA57,NY,Manhattan,JFK,11434
10026,NY-AA56,NY,Manhattan,JFK,11434
10027,NY-AA54,NY,Manhattan,JFK,11434
10028,NY-AA50,NY,Manhattan,JFK,11434
10029,NY-AA52,NY,Manhattan,JFK,11434
10030,NY-AA62,NY,Manhattan,JFK,11434
10031,NY-AA63,NY,Manhattan,JFK,11434
10032,NY-AA65,NY,Manhattan,JFK,11434
10033,NY-AA66,NY,Manhattan,JFK,11434
10034,NY-AA68,NY,Manhattan,JFK,11434
10035,NY-AA53,NY,Manhattan,JFK,11434
10036,NY-AA24,NY,Manhattan,JFK,11434
10037,NY-AA61,NY,Manhattan,JFK,11434
10038,NY-AA09,NY,Manhattan,JFK,11434
10039,NY-AA64,NY,Manhattan,JFK,11434
10040,NY-AA67,NY,Manhattan,JFK,11434
10044,NY-AA69,NY,Manhattan,JFK,11434
10065,NY-AA46,NY,Manhattan,JFK,11434
10069,NY-AA60,NY,Manhattan,JFK,11434
10075,NY-AA49,NY,Manhattan,JFK,11434
10103,NY-AA44,NY,Manhattan,JFK,11434
10110,NY-AA25,NY,Manhattan,JFK,11434
10111,NY-AA41,NY,Manhattan,JFK,11434
10112,NY-AA43,NY,Manhattan,JFK,11434
10115,NY-AA55,NY,Manhattan,JFK,11434
10119,NY-AA21,NY,Manhattan,JFK,11434
10128,NY-AA51,NY,Manhattan,JFK,11434
10152,NY-AA38,NY,Manhattan,JFK,11434
10153,NY-AA40,NY,Manhattan,JFK,11434
10154,NY-AA39,NY,Manhattan,JFK,11434
10162,NY-AA48,NY,Manhattan,JFK,11434
10165,NY-AA28,NY,Manhattan,JFK,11434
10167,NY-AA34,NY,Manhattan,JFK,11434
10168,NY-AA29,NY,Manhattan,JFK,11434
10169,NY-AA32,NY,Manhattan,JFK,11434
10170,NY-AA31,NY,Manhattan,JFK,11434
10171,NY-AA36,NY,Manhattan,JFK,11434
10172,NY-AA35,NY,Manhattan,JFK,11434
10173,NY-AA26,NY,Manhattan,JFK,11434
10174,NY-AA30,NY,Manhattan,JFK,11434
10177,NY-AA33,NY,Manhattan,JFK,11434
10199,NY-AA22,NY,Manhattan,JFK,11434
10271,NY-AA03,NY,Manhattan,JFK,11434
10278,NY-AA10,NY,Manhattan,JFK,11434
10279,NY-AA08,NY,Manhattan,JFK,11434
10280,NY-AA05,NY,Manhattan,JFK,11434
10282,NY-AA06,NY,Manhattan,JFK,11434
10301,NY-BA04,NY,Mid Island,JFK,11434
10302,NY-BA02,NY,Mid Island,JFK,11434
10303,NY-BA01,NY,Mid Island,JFK,11434
10304,NY-BA05,NY,Mid Island,JFK,11434
10305,NY-BA06,NY,Mid Island,JFK,11434
10306,NY-BB01,NY,Mid Island,JFK,11434
10307,NY-BB07,NY,Mid Island,JFK,11434
10308,NY-BB04,NY,Mid Island,JFK,11434
10309,NY-BB06,NY,Mid Island,JFK,11434
10310,NY-BA03,NY,Mid Island,JFK,11434
10311,NY-BB03,NY,Mid Island,JFK,11434
10312,NY-BB05,NY,Mid Island,JFK,11434
10314,NY-BB02,NY,Mid Island,JFK,11434
10451,NY-FA02,NY,North,JFK,11434
10452,NY-FA07,NY,North,JFK,11434
10453,NY-FA08,NY,North,JFK,11434
10454,NY-FA01,NY,North,JFK,11434
10455,NY-FA03,NY,North,JFK,11434
10456,NY-FA06,NY,North,JFK,11434
10457,NY-FB01,NY,North,JFK,11434
10458,NY-FB03,NY,North,JFK,11434
10459,NY-FA05,NY,North,JFK,11434
10460,NY-FB02,NY,North,JFK,11434
10461,NY-FB06,NY,North,JFK,11434
10462,NY-FB05,NY,North,JFK,11434
10463,NY-FC01,NY,North,JFK,11434
10464,NY-FC08,NY,North,JFK,11434
10465,NY-FB07,NY,North,JFK,11434
10466,NY-FC05,NY,North,JFK,11434
10467,NY-FC03,NY,North,JFK,11434
10468,NY-FB04,NY,North,JFK,11434
10469,NY-FC06,NY,North,JFK,11434
10470,NY-FC04,NY,North,JFK,11434
10471,NY-FC02,NY,North,JFK,11434
10472,NY-FB09,NY,North,JFK,11434
10473,NY-FB08,NY,North,JFK,11434
10474,NY-FA04,NY,North,JFK,11434
10475,NY-FC07,NY,North,JFK,11434
10502,NY-FF04,NY,North,JFK,11434
10503,NY-FF03,NY,North,JFK,11434
10510,NY-FJ02,NY,North,JFK,11434
10514,NY-FJ03,NY,North,JFK,11434
10522,NY-FF01,NY,North,JFK,11434
10523,NY-FI01,NY,North,JFK,11434
10528,NY-FG03,NY,North,JFK,11434
10530,NY-FF05,NY,North,JFK,11434
10532,NY-FI04,NY,North,JFK,11434
10533,NY-FF02,NY,North,JFK,11434
10538,NY-FG01,NY,North,JFK,11434
10543,NY-FG02,NY,North,JFK,11434
10545,NY-FJ06,NY,North,JFK,11434
10546,NY-FJ04,NY,North,JFK,11434
10550,NY-FE08,NY,North,JFK,11434
10552,NY-FE06,NY,North,JFK,11434
10553,NY-FE07,NY,North,JFK,11434
10562,NY-FJ05,NY,North,JFK,11434
10570,NY-FJ01,NY,North,JFK,11434
10573,NY-FG05,NY,North,JFK,11434
10577,NY-FH04,NY,North,JFK,11434
10580,NY-FG04,NY,North,JFK,11434
10583,NY-FF06,NY,North,JFK,11434
10591,NY-FI05,NY,North,JFK,11434
10594,NY-FI03,NY,North,JFK,11434
10595,NY-FI02,NY,North,JFK,11434
10601,NY-FH01,NY,North,JFK,11434
10603,NY-FH02,NY,North,JFK,11434
10604,NY-FH03,NY,North,JFK,11434
10605,NY-FH05,NY,North,JFK,11434
10606,NY-FH06,NY,North,JFK,11434
10607,NY-FH07,NY,North,JFK,11434
10701,NY-FD03,NY,North,JFK,11434
10703,NY-FD04,NY,North,JFK,11434
10704,NY-FD02,NY,North,JFK,11434
10705,NY-FD01,NY,North,JFK,11434
10706,NY-FD05,NY,North,JFK,11434
10707,NY-FD07,NY,North,JFK,11434
10708,NY-FD08,NY,North,JFK,11434
10709,NY-FE01,NY,North,JFK,11434
10710,NY-FD06,NY,North,JFK,11434
10801,NY-FE03,NY,North,JFK,11434
10803,NY-FE05,NY,North,JFK,11434
